HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,Parkinglot_Group
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,376106,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,252212,
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,260619,"(200, 400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,137168,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,232743,"(1200, 1400]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,75221,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,446902,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,179646,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,55752,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,184070,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,263716,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,365486,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,343362,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,282566,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,526548,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,265486,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,135398,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,151327,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,139823,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238938,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088,"(600, 800]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,181415,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,253982,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,484955,"(1200, 1400]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,123008,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,225663,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,141592,"(600, 800]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,99115,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,265486,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,151769,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,94690,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,163716,"(200, 400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,247787,"(1000, 1200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,325663,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,246902,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,113274,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,557522,"(1200, 1400]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,321238,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,209734,"(200, 400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,193805,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,66371,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,347787,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,158407,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,296460,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,362831,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,256637,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,345132,
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,176991,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,161061,
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,334513,"(1000, 1200]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,393805,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,185840,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,140265,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,242477,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,200522,"(200, 400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,201769,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,291150,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,236725,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,339035,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,141592,
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,131858,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,154867,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,245132,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,325663,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,159292,"(400, 600]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,72566,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,292035,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,198256,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238938,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,384955,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,270796,"(400, 600]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,336283,"(1000, 1200]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,110619,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,83628,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,203539,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,224778,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,338938,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,333628,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262920,"(200, 400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,176106,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,292035,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,154867,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,203539,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132743,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442,"(200, 400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,380530,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,262831,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,238938,
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,319469,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,156637,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,304424,"(200, 400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,281415,"(200, 400]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,233185,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389,"(1200, 1400]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,56637,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,181415,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,299115,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,349557,"(200, 400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,126548,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,106194,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,181415,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,347787,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,199637,"(200, 400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,59292,
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,34070,
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,283185,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,243362,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,36283,
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,256637,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,333628,"(1000, 1200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,168141,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,387610,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,214159,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,162831,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,148672,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,230088,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,210619,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,171681,"(600, 800]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,156637,"(200, 400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,320353,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,230088,"(600, 800]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,411504,"(1000, 1200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,230088,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,55752,
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,206194,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,314159,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,453982,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,198451,"(200, 400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,141592,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,422123,"(600, 800]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,59911,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,432743,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,283185,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,274336,"(1200, 1400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,184070,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131858,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,123893,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,433628,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215929,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,269911,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,388495,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,115044,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,219911,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,113274,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169026,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,180973,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,353982,"(800, 1000]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,207964,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,267699,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,320353,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218584,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,273893,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,495575,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169469,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,307079,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,429203,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,130973,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,348672,"(1200, 1400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,288495,"(1000, 1200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,247787,"(0, 200]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,272566,"(1000, 1200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,253097,"(0, 200]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207964,"(200, 400]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,289380,"(600, 800]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,200318,"(200, 400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,344247,"(1000, 1200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,314159,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,290265,"(1200, 1400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,327433,"(1000, 1200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,405309,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,154867,
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,261061,"(1000, 1200]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,87610,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,223008,
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,101769,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,115044,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,247787,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,147787,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,102601,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,344247,"(400, 600]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,353982,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,181415,
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,290707,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,73008,
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,289380,"(600, 800]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,292035,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,438053,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,207044,"(200, 400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,166371,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,201769,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,255442,"(800, 1000]"
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,914,345132,"(200, 400]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,166371,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,115044,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,265486,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,238938,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,423619,"(1200, 1400]"
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,53982,"(200, 400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,176991,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,75221,"(400, 600]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1088,442477,"(1000, 1200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,157079,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,166371,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,269911,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,362831,"(600, 800]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,122123,"(0, 200]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,131858,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,240707,"(400, 600]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,365486,"(1000, 1200]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,241592,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,55752,
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,442477,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,292035,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,118584,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,300000,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,283185,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238053,"(1200, 1400]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,104424,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,361061,"(200, 400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,283185,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,291247,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,291238,"(400, 600]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,390707,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,345132,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,310079,"(1200, 1400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,283185,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,143805,"(600, 800]"
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,53982,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,408849,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,155752,"(600, 800]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,84955,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,206194,"(1200, 1400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,159734,"(400, 600]"
